编号,震源号,震源X/m,震源Y/m,震源Z/m,台站X/m,台站Y/m,台站Z/m,到时/ms,传播时间/ms
,118,5445,10330,415,5265,10213,389,955,61.786333605484
,118,5445,10330,415,5511,10133,393,979,59.6924088429122
,118,5445,10330,415,5511,10329,384,928,20.8356053182909
,118,5445,10330,415,5265,10025,391,1018,101.41891302103
,119,5491,10434,385,5265,10213,389,1067,90.32051770427
,119,5491,10434,385,5511,10133,393,1058,86.2199370854584
,119,5491,10434,385,5511,10329,384,1005,30.5407055235722
,119,5491,10434,385,5265,10025,391,1099,133.521533843796
,120,5476,10380,384,5265,10213,389,1009,76.8964318059674
,120,5476,10380,384,5511,10133,393,981,71.3227787982928
,120,5476,10380,384,5511,10329,384,937,17.6727623933624
,120,5476,10380,384,5265,10025,391,1032,118.008993085186
,121,5471,10406,384,5265,10213,389,1339,80.6655984637206
,121,5471,10406,384,5511,10133,393,1339,78.874739237578
,121,5471,10406,384,5511,10329,384,1276,24.7913744051829
,121,5471,10406,384,5265,10025,391,1382,123.766072961561
,122,5496,10333,384,5265,10213,389,1083,74.3878418856749
,122,5496,10333,384,5511,10133,393,1054,57.3610121448856
,122,5496,10333,384,5511,10329,384,1006,4.43547848464572
,122,5496,10333,384,5265,10025,391,1109,110.018180315801
,123,5470,10383,384,5265,10213,389,1050,76.1041177249554
,123,5470,10383,384,5511,10133,393,1040,72.4284305436781
,123,5470,10383,384,5511,10329,384,993,19.3717656944959
,123,5470,10383,384,5265,10025,391,1090,117.885451145749
,124,5534,10321,384,5265,10213,389,1098,82.8325086532813
,124,5534,10321,384,5511,10133,393,1056,54.1758286338406
,124,5534,10321,384,5511,10329,384,1010,6.95759752107767
,124,5534,10321,384,5265,10025,391,1107,114.294999622798
,125,5495,10283,384,5265,10213,389,1094,68.7052266080631
,125,5495,10283,384,5511,10133,393,1075,43.1769023664179
,125,5495,10283,384,5511,10329,384,1041,13.9151950421553
,125,5495,10283,384,5265,10025,391,1121,98.7732922672223
,126,5489,10392,384,5265,10213,389,1064,81.9367600839893
,126,5489,10392,384,5511,10133,393,1056,74.3109847127569
,126,5489,10392,384,5511,10329,384,995,19.0659435665176
,126,5489,10392,384,5265,10025,391,1095,122.861793931894
,127,5428,10292,391,5265,10213,389,1038,51.7560999066875
,127,5428,10292,391,5511,10133,393,1018,51.2488924718558
,127,5428,10292,391,5511,10329,384,1157,26.0407843387942
,127,5428,10292,391,5265,10025,391,1082,89.3778952720711
