编号,震源号,震源X/m,震源Y/m,震源Z/m,台站X/m,台站Y/m,台站Z/m,到时/ms,传播时间/ms
34,9,5493,10352,385,5511,10133,393,1019,62.82401724545433
35,9,5493,10352,385,5511,10329,384,967,8.34950811211569
36,9,5493,10352,385,5265,10416,379,1025,67.68233121859555
37,10,5416,10399,389,5265,10261,389,1044,58.44585842766738
38,10,5416,10399,389,5511,10133,393,1064,80.70960795547535
39,10,5416,10399,389,5511,10329,384,1018,33.74574803147919
40,10,5416,10399,389,5265,10416,379,1034,43.50932342027162
41,11,5426,10356,385,5265,10261,389,130,53.42322356734504
42,11,5426,10356,385,5511,10133,393,1051,68.22412045783292
43,11,5426,10356,385,5511,10329,384,1003,25.48308762889695
44,11,5426,10356,385,5265,10416,379,1030,49.120426774719824
45,12,5405,10380,385,5265,10261,389,1009,52.51005734570264
46,12,5405,10380,385,5511,10133,393,1033,76.82952238693198
47,12,5405,10380,385,5511,10329,384,990,33.610008227628036
48,12,5405,10380,385,5265,10416,379,1003,41.33684426607274
49,13,5485,10398,393,5265,10261,389,1027,74.05734126957547
50,13,5485,10398,393,5511,10133,393,1027,76.07783339905177
51,13,5485,10398,393,5511,10329,384,967,21.223783347740728
52,13,5485,10398,393,5265,10416,379,1014,63.19390309005372
53,14,5463,10421,384,5265,10261,389,1035,72.74725606719556
54,14,5463,10421,384,5511,10133,393,1052,83.46036576160702
55,14,5463,10421,384,5511,10329,384,990,29.648278333880793
56,14,5463,10421,384,5265,10416,379,1022,56.60749211248725
57,15,5423,10409,379,5265,10261,389,1028,61.92029109249723
58,15,5423,10409,379,5511,10133,393,1045,82.86502425570127
59,15,5423,10409,379,5511,10329,384,998,34.009602485540604
60,15,5423,10409,379,5265,10416,379,1011,45.18713922146885
61,16,5484,10391,384,5265,10261,389,1021,72.77923004903674
62,16,5484,10391,384,5511,10133,393,1030,74.16143450167976
63,16,5484,10391,384,5511,10329,384,973,19.321131500224816
64,16,5484,10391,384,5265,10416,379,1018,62.99400684159711
65,17,5457,10363,385,5265,10261,389,1039,62.12824130254243
66,17,5457,10363,385,5511,10133,393,1049,67.53985973527946
67,17,5457,10363,385,5511,10329,384,994,18.234302726410114
68,17,5457,10363,385,5265,10416,379,1036,56.93462057841576
69,18,5473,10407,384,5265,10261,389,1042,72.62146756311392
70,18,5473,10407,384,5511,10133,393,1052,79.07681617985678
71,18,5473,10407,384,5511,10329,384,996,24.78972795826727
72,18,5473,10407,384,5265,10416,379,1031,59.50132908822547
73,19,5472,10404,384,5265,10261,389,1038,71.89731907238209
74,19,5472,10404,384,5511,10133,393,1050,78.26850697230317
75,19,5472,10404,384,5511,10329,384,990,24.152576234752065
76,19,5472,10404,384,5265,10416,379,1028,59.25937452747671
77,20,5417,10352,379,5265,10261,389,1018,50.69718021382109
78,20,5417,10352,379,5511,10133,393,1032,68.20916211124695
79,20,5417,10352,379,5511,10329,384,994,27.686289246572898
80,20,5417,10352,379,5265,10416,379,1011,47.121207149916124
81,21,5466,10341,384,5265,10261,389,1043,61.82661734435176
82,21,5466,10341,384,5511,10133,393,1036,60.85781354425868
83,21,5466,10341,384,5511,10329,384,988,13.306435453937164
84,21,5466,10341,384,5265,10416,379,1043,61.31284780633215
85,22,5409,10413,384,5265,10261,389,1015,59.83992251441016
86,22,5409,10413,384,5511,10133,393,1050,85.18167858962946
87,22,5409,10413,384,5511,10329,384,992,37.753226649506125
88,22,5409,10413,384,5265,10416,379,998,41.176573486408905
89,23,5440,10458,379,5265,10261,389,1013,75.34085809147108
90,23,5440,10458,379,5511,10133,393,1018,95.13127342611088
91,23,5440,10458,379,5511,10329,384,973,42.09513035969837
92,23,5440,10458,379,5265,10416,379,983,51.419840528729765
93,24,5417,10298,379,5265,10261,389,1002,44.78793569337025
94,24,5417,10298,379,5511,10133,393,998,54.403631331380964
95,24,5417,10298,379,5511,10329,384,978,28.31600110127394
96,24,5417,10298,379,5265,10416,379,1002,54.979031253297116
97,25,5486,10392,384,5265,10261,389,1031,73.41634139395309
98,25,5486,10392,384,5511,10133,393,1034,74.38839057985611
99,25,5486,10392,384,5511,10329,384,977,19.365443660377764
100,25,5486,10392,384,5265,10416,379,1024,63.53016317193795
101,26,5439,10347,385,5265,10261,389,1047,55.46684981654744
102,26,5439,10347,385,5511,10133,393,1005,64.55119784215582
103,26,5439,10347,385,5511,10329,384,1034,21.206468016015435
104,26,5439,10347,385,5265,10416,379,1097,53.50796240576095
105,27,5489,10488,379,5265,10261,389,1212,91.16255944683628
106,27,5489,10488,379,5511,10133,393,1220,101.70184514610563
107,27,5489,10488,379,5511,10329,384,1162,45.88361496709887
108,27,5489,10488,379,5265,10416,379,1185,67.22487391932682
109,28,5335,10412,388,5265,10261,389,1007,47.5540508800464
110,28,5335,10412,388,5511,10133,393,1055,94.26060271656338
111,28,5335,10412,388,5511,10329,384,1014,55.60869114277232
112,28,5335,10412,388,5265,10416,379,981,20.19698906636677
113,29,5308,10439,379,5265,10261,389,1044,52.39800588198146
114,29,5308,10439,379,5511,10133,393,1092,104.99407174712682
115,29,5308,10439,379,5511,10329,384,1064,65.9833002991465
116,29,5308,10439,379,5265,10416,379,1008,13.932783245984696
117,30,5463,10337,379,5265,10261,389,1050,60.663003552412405
118,30,5463,10337,379,5511,10133,393,1043,60.01088336667758
119,30,5463,10337,379,5511,10329,384,995,13.976656924154296
120,30,5463,10337,379,5265,10416,379,1029,60.90809403000021
121,31,5355,10467,379,5265,10261,389,1054,64.29269803335495
122,31,5355,10467,379,5511,10133,393,1088,105.40030592837915
123,31,5355,10467,379,5511,10329,384,1051,59.52533331382907
124,31,5355,10467,379,5265,10416,379,1017,29.555896542114287
125,32,5336,10475,379,5265,10261,389,987,64.48350524730795
126,32,5336,10475,379,5511,10133,393,1021,109.83661335207428
127,32,5336,10475,379,5511,10329,384,991,65.13157797090128
128,32,5336,10475,379,5265,10416,379,938,26.37562263507262
129,33,5480,10327,379,5265,10261,389,1049,64.32126001405693
130,33,5480,10327,379,5511,10133,393,1040,56.27411047901229
131,33,5480,10327,379,5511,10329,384,981,8.989790127172729
132,33,5480,10327,379,5265,10416,379,1028,66.48369448709255
133,34,5482,10435,385,5265,10261,389,1022,79.47840163547963
134,34,5482,10435,385,5511,10133,393,1022,86.71275592908073
135,34,5482,10435,385,5511,10329,384,970,31.399987001167204
136,34,5482,10435,385,5265,10416,379,1010,62.26080760209673
137,35,5504,10244,379,5265,10261,389,1018,68.51783620015317
138,35,5504,10244,379,5511,10133,393,989,32.0280489316372
139,35,5504,10244,379,5511,10329,384,971,24.409767198682527
140,35,5504,10244,379,5265,10416,379,1021,84.13060788841044
141,36,5467,10321,379,5265,10261,389,1063,60.27420336957374
142,36,5467,10321,379,5511,10133,393,1034,55.31062561680575
143,36,5467,10321,379,5511,10329,384,1002,12.857142857142858
144,36,5467,10321,379,5265,10416,379,1031,63.7783150403627
145,37,5367,10467,385,5265,10261,389,1038,65.68695083655567
146,37,5367,10467,385,5511,10133,393,1083,103.94504042315548
147,37,5367,10467,385,5511,10329,384,1032,56.98621387167752
148,37,5367,10467,385,5265,10416,379,1016,32.627770818298764
149,38,5498,10202,381,5265,10261,389,1037,68.71057311027799
150,38,5498,10202,381,5511,10133,393,979,20.352004364009286
151,38,5498,10202,381,5511,10329,384,1000,36.485389863195756
152,38,5498,10202,381,5265,10416,379,1049,90.39098745032548
153,39,5355,10475,379,5265,10261,389,1033,66.39154113811395
154,39,5355,10475,379,5511,10133,393,1074,107.47415446306624
155,39,5355,10475,379,5511,10329,384,1029,61.06336621803249
156,39,5355,10475,379,5265,10416,379,992,30.747158488257753
157,40,5369,10478,379,5265,10261,389,1037,68.81207772489017
158,40,5369,10478,379,5511,10133,393,1072,106.66943023630893
159,40,5369,10478,379,5511,10329,384,1027,58.825234068937675
160,40,5369,10478,379,5265,10416,379,1000,34.59385341180642
161,41,5442,10520,379,5265,10261,389,1028,89.67515069996384
162,41,5442,10520,379,5511,10133,393,1052,112.38635983762006
163,41,5442,10520,379,5511,10329,384,994,58.04080197479659
164,41,5442,10520,379,5265,10416,379,987,58.654992654208954
165,42,5463,10349,379,5265,10261,389,1045,61.97300268039697
166,42,5463,10349,379,5511,10133,393,1035,63.3461497952129
167,42,5463,10349,379,5511,10329,384,988,14.925666156124546
168,42,5463,10349,379,5265,10416,379,1025,59.722487475021346
169,43,5484,10485,379,5265,10261,389,1026,89.55080646636027
170,43,5484,10485,379,5511,10133,393,1040,100.94613637470032
171,43,5484,10485,379,5511,10329,384,964,45.25663780381971
172,43,5484,10485,379,5265,10416,379,995,65.60363354795128
173,44,5437,10347,379,5265,10261,389,1028,55.01762240873558
174,44,5437,10347,379,5511,10133,393,1031,64.81874256536533
175,44,5437,10347,379,5511,10329,384,995,21.80619646067678
176,44,5437,10347,379,5265,10416,379,1008,52.94972586697457
177,45,5417,10397,379,5265,10261,389,1021,58.344508161891824
178,45,5417,10397,379,5511,10133,393,1033,80.16717227272072
179,45,5417,10397,379,5511,10329,384,992,33.17855220666827
180,45,5417,10397,379,5265,10416,379,998,43.76654206219212
181,46,5351,10425,385,5265,10261,389,1042,52.92119671005645
182,46,5351,10425,385,5511,10133,393,1075,95.15958668875938
183,46,5351,10425,385,5511,10329,384,1042,53.3123257946289
184,46,5351,10425,385,5265,10416,379,1012,24.765018119294393
185,47,5458,10371,379,5265,10261,389,1042,63.5346603140718
186,47,5458,10371,379,5511,10133,393,1038,69.7804136018767
187,47,5458,10371,379,5511,10329,384,995,19.37387258075964
188,47,5458,10371,379,5265,10416,379,1024,56.62191109744116
189,48,5391,10357,379,5265,10261,389,1025,45.34853686634627
190,48,5391,10357,379,5511,10133,393,1056,72.71526802592172
191,48,5391,10357,379,5511,10329,384,1005,35.23564985079973
192,48,5391,10357,379,5265,10416,379,1015,39.751267467920094
193,49,5445,10443,379,5265,10261,389,1019,73.19194781183103
194,49,5445,10443,379,5511,10133,393,1026,90.64485531963945
195,49,5445,10443,379,5511,10329,384,977,37.66338556535907
196,49,5445,10443,379,5265,10416,379,984,52.00392449868862
197,50,5464,10413,379,5265,10261,389,1016,71.60264503152243
198,50,5464,10413,379,5511,10133,393,1026,81.2177722583687
199,50,5464,10413,379,5511,10329,384,963,27.53847030862055
200,50,5464,10413,379,5265,10416,379,988,56.86360336590623
201,51,5386,10363,379,5265,10261,389,1025,45.306214377549686
202,51,5386,10363,379,5511,10133,393,1050,74.89911582268783
203,51,5386,10363,379,5511,10329,384,1007,37.03941640127364
204,51,5386,10363,379,5265,10416,379,999,37.742413753208304
205,52,5437,10445,379,5265,10261,389,1041,72.02040527177145
206,52,5437,10445,379,5511,10133,393,1041,91.703159093649
207,52,5437,10445,379,5511,10329,384,1003,39.338406221930654
208,52,5437,10445,379,5265,10416,379,1003,49.836467264321165
209,53,5355,10405,379,5265,10261,389,1412,48.60167125706267
210,53,5355,10405,379,5511,10133,393,1438,89.6778816039919
211,53,5355,10405,379,5511,10329,384,1408,49.600032916381444
212,53,5355,10405,379,5265,10416,379,1377,25.905637240112945
213,54,5483,10419,408,5265,10261,389,1045,77.11586829477538
214,54,5483,10419,408,5511,10133,393,1030,82.21673696234055
215,54,5483,10419,408,5511,10329,384,998,27.78929466465789
216,54,5483,10419,408,5265,10416,379,1023,62.8402574722898
217,55,5474,10301,379,5265,10261,389,1057,60.86519061476296
218,55,5474,10301,379,5511,10133,393,1032,49.31282898030508
219,55,5474,10301,379,5511,10329,384,993,13.334013588089181
220,55,5474,10301,379,5265,10416,379,1032,68.15708147435629
221,56,5472,10372,379,5265,10261,389,1036,67.17020719555566
222,56,5472,10372,379,5511,10133,393,1015,69.30441573822209
223,56,5472,10372,379,5511,10329,384,978,16.647608150808246
224,56,5472,10372,379,5265,10416,379,1012,60.464190785513196
225,57,5427,10391,385,5265,10261,389,1021,59.35709987964749
226,57,5427,10391,385,5511,10133,393,1049,77.55656263762123
227,57,5427,10391,385,5511,10329,384,992,29.83081546019834
228,57,5427,10391,385,5265,10416,379,1018,46.86498192267063
229,58,5331,10441,391,5265,10261,389,1018,54.779707251231386
230,58,5331,10441,391,5511,10133,393,1074,101.92754529466468
231,58,5331,10441,391,5511,10329,384,1023,60.60443844458649
232,58,5331,10441,391,5265,10416,379,990,20.454030090394788
233,59,5367,10527,379,5265,10261,389,1035,81.44611339870737
234,59,5367,10527,379,5511,10133,393,1065,119.92106247231882
235,59,5367,10527,379,5511,10329,384,1022,69.96500583017432
236,59,5367,10527,379,5265,10416,379,992,43.070895519089525
237,60,5380,10461,377,5265,10261,389,992,66.0049472481002
238,60,5380,10461,377,5511,10133,393,1026,101.01565851543079
239,60,5380,10461,377,5511,10329,384,963,53.172035000763785
240,60,5380,10461,377,5265,10416,379,963,35.287738519150224
241,61,5361,10468,379,5265,10261,389,945,65.25616711804928
242,61,5361,10468,379,5511,10133,393,983,104.94741151487953
243,61,5361,10468,379,5511,10329,384,945,58.44655678480983
244,61,5361,10468,379,5265,10416,379,913,31.1939292890427
245,62,5309,10425,379,5265,10261,389,1032,48.59831188804141
246,62,5309,10425,379,5511,10133,393,1078,101.52470293540605
247,62,5309,10425,379,5511,10329,384,1041,63.91639947970301
248,62,5309,10425,379,5265,10416,379,986,12.831720898791783
249,63,5468,10356,379,5265,10261,389,1509,64.10068610540509
250,63,5468,10356,379,5511,10133,393,1495,65.01114504138376
251,63,5468,10356,379,5511,10329,384,1453,14.57702973579897
252,63,5468,10356,379,5265,10416,379,1490,60.480389805460156
253,64,5432,10313,379,5265,10261,389,1057,50.0554794244163
254,64,5432,10313,379,5511,10133,393,1052,56.30601519321693
255,64,5432,10313,379,5511,10329,384,1006,23.073971553794248
256,64,5432,10313,379,5265,10416,379,1024,56.0597349043948
257,65,5470,10322,379,5265,10261,389,1073,61.176225874475925
258,65,5470,10322,379,5511,10133,393,1037,55.40058203481186
259,65,5470,10322,379,5511,10329,384,1009,11.969348608944808
260,65,5470,10322,379,5265,10416,379,1030,64.43538133158629
261,66,5439,10368,379,5265,10261,389,1042,58.43188953205017
262,66,5439,10368,379,5511,10133,393,1042,70.33737938518544
263,66,5439,10368,379,5511,10329,384,995,23.43902205942135
264,66,5439,10368,379,5265,10416,379,1008,51.57123070797025
265,67,5488,10324,379,5265,10261,389,1031,66.26970249961708
266,67,5488,10324,379,5511,10133,393,1020,55.11101967661203
267,67,5488,10324,379,5511,10329,384,959,6.874976808866266
268,67,5488,10324,379,5265,10416,379,1003,68.92350092379112
269,68,5522,10233,389,5265,10261,389,1049,73.86308348587146
270,68,5522,10233,389,5511,10133,393,995,28.766477088472836
271,68,5522,10233,389,5511,10329,384,1009,27.644979615821455
272,68,5522,10233,389,5265,10416,379,1068,90.18710709250124
273,69,5327,10529,368,5265,10261,389,1069,78.82245613933084
274,69,5327,10529,368,5511,10133,393,1021,124.96432143877333
275,69,5327,10529,368,5511,10329,384,1009,77.78148355279339
276,69,5327,10529,368,5265,10416,379,961,36.959989398355226
277,70,5378,10401,389,5265,10261,389,1029,51.40396236613259
278,70,5378,10401,389,5511,10133,393,1066,85.48970578916719
279,70,5378,10401,389,5511,10329,384,1024,43.23452890683462
280,70,5378,10401,389,5265,10416,379,1014,32.6940049425529
281,71,5478,10314,379,5265,10261,389,1036,62.77787209271907
282,71,5478,10314,379,5511,10133,393,1031,52.71873771366732
283,71,5478,10314,379,5511,10329,384,984,10.454956836303992
284,71,5478,10314,379,5265,10416,379,1031,67.4751654994908
285,72,5385,10366,384,5265,10261,389,1011,45.58016038155376
286,72,5385,10366,384,5511,10133,393,1043,75.72560562279297
287,72,5385,10366,384,5511,10329,384,1000,37.52006266040632
288,72,5385,10366,384,5265,10416,379,1000,37.1703195178791
289,73,5272,10437,379,5265,10261,389,1027,50.406510755363854
290,73,5272,10437,379,5511,10133,393,1082,110.55813873621574
291,73,5272,10437,379,5511,10329,384,1050,74.94760074307155
292,73,5272,10437,379,5265,10416,379,981,6.324555320336758
293,74,5360,10451,379,5265,10261,389,1038,60.76048662324782
294,74,5360,10451,379,5511,10133,393,1064,100.6594582272935
295,74,5360,10451,379,5511,10329,384,1029,55.483036569196315
296,74,5360,10451,379,5265,10416,379,1000,28.926366759023697
297,75,5517,10463,379,5265,10261,389,1056,92.32064796575209
298,75,5517,10463,379,5511,10133,393,1038,94.38609375261565
299,75,5517,10463,379,5511,10329,384,986,38.35069113072256
300,75,5517,10463,379,5265,10416,379,1015,73.24156286298269
301,76,5425,10401,389,5265,10261,389,1018,60.74369035848371
302,76,5425,10401,389,5511,10133,393,1052,80.42539958221646
303,76,5425,10401,389,5511,10329,384,996,32.07771176123283
304,76,5425,10401,389,5265,10416,379,1018,46.00354910887034
305,77,5380,10398,397,5265,10261,389,954,51.15642278186323
306,77,5380,10398,397,5511,10133,393,990,84.46808357514182
307,77,5380,10398,397,5511,10329,384,954,42.46583260428918
308,77,5380,10398,397,5265,10416,379,945,33.65248573164199
309,78,5400,10420,389,5265,10261,389,1010,59.59454844263553
310,78,5400,10420,389,5511,10133,393,1048,87.92668560122306
311,78,5400,10420,389,5511,10329,384,1000,41.03457974311273
312,78,5400,10420,389,5265,10416,379,1005,38.6939851888626
313,79,5415,10245,379,5265,10261,389,1227,43.19485986048973
314,79,5415,10245,379,5511,10133,393,1186,42.33587758169476
315,79,5415,10245,379,5511,10329,384,1196,36.4742011144696
316,79,5415,10245,379,5265,10416,379,1161,64.99042315634524
317,80,5508,10411,381,5265,10261,389,1047,81.62282593910673
318,80,5508,10411,381,5511,10133,393,1037,79.50715537045733
319,80,5508,10411,381,5511,10329,384,991,23.45990935487125
320,80,5508,10411,381,5265,10416,379,1016,69.44561813067129
321,81,5502,10254,389,5265,10261,389,1052,67.74381514054194
322,81,5502,10254,389,5511,10133,393,995,34.68576135558114
323,81,5502,10254,389,5511,10329,384,1000,21.629533852903016
324,81,5502,10254,389,5265,10416,379,1060,82.07164615164494
325,82,5430,10473,379,5265,10261,389,1039,76.8082691126524
326,82,5430,10473,379,5511,10133,393,1071,99.94161560937587
327,82,5430,10473,379,5511,10329,384,1008,47.22676515429334
328,82,5430,10473,379,5265,10416,379,1021,49.876582374775396
329,83,5495,10415,374,5265,10261,389,1057,79.20059781262735
330,83,5495,10415,374,5511,10133,393,1034,80.88338796674873
331,83,5495,10415,374,5511,10329,384,977,25.15584080349159
332,83,5495,10415,374,5265,10416,379,1011,65.73043279880612
333,84,5364,10362,388,5265,10261,389,1016,40.409132126088444
334,84,5364,10362,388,5511,10133,393,1061,77.76206514432474
335,84,5364,10362,388,5511,10329,384,1016,43.06047005819436
336,84,5364,10362,388,5265,10416,379,1016,32.322355945653946
337,85,5503,10410,381,5265,10261,389,1231,80.25927373461688
338,85,5503,10410,381,5511,10133,393,1226,79.25005633166093
339,85,5503,10410,381,5511,10329,384,1157,23.271248793482556
340,85,5503,10410,381,5265,10416,379,1192,68.0240053666531
341,86,5481,10433,381,5265,10261,389,1046,78.92336763711793
342,86,5481,10433,381,5511,10133,393,1052,86.20999515894964
343,86,5481,10433,381,5511,10329,384,995,30.93772546815388
344,86,5481,10433,381,5265,10416,379,1021,61.907765494899174
345,87,5534,10549,379,5265,10261,389,1049,112.63268819032773
346,87,5534,10549,379,5511,10133,393,1043,119.10585242393698
347,87,5534,10549,379,5511,10329,384,975,63.215859544573014
348,87,5534,10549,379,5265,10416,379,1009,85.73809193213519
349,88,5542,10639,379,5265,10261,389,1014,133.9244380314542
350,88,5542,10639,379,5511,10133,393,1014,144.89771198599206
351,88,5542,10639,379,5511,10329,384,970,89.0246468968119
352,88,5542,10639,379,5265,10416,379,979,101.60266748868519
353,89,5522,10598,379,5265,10261,389,1036,121.1233137874668
354,89,5522,10598,379,5511,10133,393,1050,132.95449582162942
355,89,5522,10598,379,5511,10329,384,979,76.93463963332906
356,89,5522,10598,379,5265,10416,379,1001,89.97641414304539
357,90,5396,10395,384,5265,10261,389,1008,53.56057032815793
358,90,5396,10395,384,5511,10133,393,1044,81.79117261885507
359,90,5396,10395,384,5511,10329,384,991,37.883818095189234
360,90,5396,10395,384,5265,10416,379,1000,37.93334648446146
361,91,5468,10366,384,5265,10261,389,986,65.31493562981235
362,91,5468,10366,384,5511,10133,393,990,67.74441764786955
363,91,5468,10366,384,5511,10329,384,936,16.207833832780384
364,91,5468,10366,384,5265,10416,379,979,59.7505016629952
365,92,5347,10454,379,5265,10261,389,1072,59.98162984087167
366,92,5347,10454,379,5511,10133,393,1088,103.0684337749261
367,92,5347,10454,379,5511,10329,384,1063,58.93337642747832
368,92,5347,10454,379,5265,10416,379,1019,25.821996634731438
369,93,5457,10375,379,5265,10261,389,1049,63.86209632433604
370,93,5457,10375,379,5511,10133,393,1055,70.95615202506461
371,93,5457,10375,379,5511,10329,384,992,20.317881940069746
372,93,5457,10375,379,5265,10416,379,1026,56.09394452385122
373,94,5393,10459,379,5265,10261,389,1025,67.4237286396523
374,94,5393,10459,379,5511,10133,393,1054,99.13750500168533
375,94,5393,10459,379,5511,10329,384,991,50.182523992777746
376,94,5393,10459,379,5265,10416,379,927,38.57989325108749
377,95,5395,10382,384,5265,10261,389,1016,50.76235146770303
378,95,5395,10382,384,5511,10133,393,1036,78.52622076057638
379,95,5395,10382,384,5511,10329,384,995,36.43837403124372
380,95,5395,10382,384,5265,10416,379,1000,38.41874542459709
381,96,5436,10459,379,5265,10261,389,1020,74.80314300937917
382,96,5436,10459,379,5511,10133,393,1044,95.65968591943046
383,96,5436,10459,379,5511,10329,384,987,42.90473547908916
384,96,5436,10459,379,5265,10416,379,996,50.378161773465585
385,97,5468,10449,385,5265,10261,389,1021,79.06029731948203
386,97,5468,10449,385,5511,10133,393,1033,91.14643969671967
387,97,5468,10449,385,5511,10329,384,978,36.42156795423418
388,97,5468,10449,385,5265,10416,379,1008,58.786365210768714
389,98,5366,10428,379,5265,10261,389,1033,55.83503398770491
390,98,5366,10428,379,5511,10133,393,1075,94.00217105612671
391,98,5366,10428,379,5511,10329,384,1029,50.18415068118456
392,98,5366,10428,379,5265,10416,379,1004,29.060106605419865
393,99,5361,10383,379,5265,10261,389,1270,44.44671196029727
394,99,5361,10383,379,5511,10133,393,1296,83.39529669114488
395,99,5361,10383,379,5511,10329,384,1270,45.57210030852882
396,99,5361,10383,379,5265,10416,379,1244,29.00387025546622
397,100,5370,10461,379,5265,10261,389,1027,64.60239459768579
398,100,5370,10461,379,5511,10133,393,1069,102.08479868447104
399,100,5370,10461,379,5511,10329,384,1019,55.20278017251949
400,100,5370,10461,379,5265,10416,379,990,32.63902759655961
401,101,5442,10459,379,5265,10261,389,1007,75.93391326458469
402,101,5442,10459,379,5511,10133,393,1030,95.2903190148883
403,101,5442,10459,379,5511,10329,384,970,42.07476338953927
404,101,5442,10459,379,5265,10416,379,989,52.042368924418746
405,102,5356,10421,379,5265,10261,389,1025,52.66838884637985
406,102,5356,10421,379,5511,10133,393,1061,93.53161639416975
407,102,5356,10421,379,5511,10329,384,1021,51.518968173214155
408,102,5356,10421,379,5265,10416,379,989,26.03921689157588
409,103,5484,10419,393,5265,10261,389,1039,77.1645472152774
410,103,5484,10419,393,5511,10133,393,1035,82.07761384127558
411,103,5484,10419,393,5511,10329,384,992,26.969370381518182
412,103,5484,10419,393,5265,10416,379,1020,62.70501070366657
413,104,5437,10416,384,5265,10261,389,1015,66.16861578033588
414,104,5437,10416,384,5511,10133,393,1037,83.61525102564504
415,104,5437,10416,384,5511,10329,384,978,32.6327743102494
416,104,5437,10416,384,5265,10416,379,996,49.16361687762401
417,105,5500,10537,379,5265,10261,389,1022,103.60876174438184
418,105,5500,10537,379,5511,10133,393,1035,115.54061040630357
419,105,5500,10537,379,5511,10329,384,986,59.52876169875999
420,105,5500,10537,379,5265,10416,379,999,75.52050674337077
421,106,5404,10532,379,5265,10261,389,1029,87.06647706535179
422,106,5404,10532,379,5511,10133,393,1054,118.09577572842291
423,106,5404,10532,379,5511,10329,384,1005,65.57936459912135
424,106,5404,10532,379,5265,10416,379,980,51.72691242851979
425,107,5441,10447,379,5265,10261,389,1017,73.2187106676752
426,107,5441,10447,379,5511,10133,393,1033,92.00354917732516
427,107,5441,10447,379,5511,10329,384,986,39.22618866970152
428,107,5441,10447,379,5265,10416,379,996,51.05978888338971
429,108,5315,10442,385,5265,10261,389,1032,53.663349709469465
430,108,5315,10442,385,5511,10133,393,1084,104.57338015352995
431,108,5315,10442,385,5511,10329,384,1055,64.64092341227682
432,108,5315,10442,385,5265,10416,379,998,16.19271693177686
433,109,5466,10412,379,5265,10261,389,1026,71.88539631998722
434,109,5466,10412,379,5511,10133,393,1042,80.84351222817916
435,109,5466,10412,379,5511,10329,384,982,27.01322427468231
436,109,5466,10412,379,5265,10416,379,1010,57.439942015774264
437,110,5504,10255,389,5265,10261,389,1047,68.30722912708733
438,110,5504,10255,389,5511,10133,393,1005,34.933172352539714
439,110,5504,10255,389,5511,10329,384,1000,21.285234893930486
440,110,5504,10255,389,5265,10416,379,1059,82.38387002815738
441,111,5444,10345,379,5265,10261,389,971,56.56637784091197
442,111,5444,10345,379,5511,10133,393,965,63.650191977522816
443,111,5444,10345,379,5511,10329,384,926,19.732910456950865
444,111,5444,10345,379,5265,10416,379,952,55.01910614337829
445,112,5466,10320,379,5265,10261,389,1059,59.91967412243474
446,112,5466,10320,379,5511,10133,393,1055,55.099168481447514
447,112,5466,10320,379,5511,10329,384,998,13.18935872866719
448,112,5466,10320,379,5265,10416,379,1035,63.642496391473955
449,113,5531,10292,389,5265,10261,389,1051,76.51437106577977
450,113,5531,10292,389,5511,10133,393,1004,45.80081097223373
451,113,5531,10292,389,5511,10329,384,988,12.101610619741354
