编号,震源号,震源X/m,震源Y/m,震源Z/m,台站X/m,台站Y/m,台站Z/m,到时/ms,传播时间/ms
96,24,5383,10250,388,5265,10025,391,1045,72.59504677542766
97,25,5320,10367,388,5265,10213,389,976,46.72280394157938
98,25,5320,10367,388,5511,10133,393,1019,86.31314606520532
99,25,5320,10367,388,5511,10329,384,993,55.65271322941873
100,25,5320,10367,388,5265,10025,391,1049,98.97350707154321
101,26,5468,10351,384,5265,10213,389,960,70.14736674476448
102,26,5468,10351,384,5511,10133,393,957,63.537872363573804
103,26,5468,10351,384,5511,10329,384,904,13.800325343695224
104,26,5468,10351,384,5265,10025,391,1001,109.74329973503937
105,27,5480,10357,384,5265,10213,389,1070,73.94758209677435
106,27,5480,10357,384,5511,10133,393,1046,64.66112606883517
107,27,5480,10357,384,5511,10329,384,996,11.935199185260242
108,27,5480,10357,384,5265,10025,391,1090,113.0280803109365
109,28,5427,10256,384,5265,10213,389,997,47.909779155987664
110,28,5427,10256,384,5511,10133,393,991,42.63370325295733
111,28,5427,10256,384,5511,10329,384,972,31.79654711070473
112,28,5427,10256,384,5265,10025,391,1017,80.63725780889858
113,29,5361,10254,391,5265,10213,389,981,29.83081546019834
114,29,5361,10254,391,5511,10133,393,998,55.065823320451535
115,29,5361,10254,391,5511,10329,384,998,47.95746414633429
116,29,5361,10254,391,5265,10025,391,1019,70.9452217545052
117,30,5391,10248,384,5265,10213,389,1006,37.39038400881343
118,30,5391,10248,384,5511,10133,393,1013,47.55748401371004
119,30,5391,10248,384,5511,10329,384,1006,41.36546918404681
120,30,5391,10248,384,5265,10025,391,1034,73.20867574325895
121,31,5483,10274,397,5265,10213,389,996,64.71854290632915
122,31,5483,10274,397,5511,10133,393,976,41.08825742178881
123,31,5483,10274,397,5511,10329,384,960,18.02039660711026
124,31,5483,10274,397,5265,10025,391,1040,94.57142857142857
125,32,5370,10284,384,5265,10213,389,989,36.24294442244122
126,32,5370,10284,384,5511,10133,393,1018,59.083476055976455
127,32,5370,10284,384,5511,10329,384,1002,42.28764474357946
128,32,5370,10284,384,5265,10025,391,1037,79.87490219086342
129,33,5529,10329,384,5265,10213,389,995,82.40120862993133
130,33,5529,10329,384,5511,10133,393,962,56.294415571083036
131,33,5529,10329,384,5511,10329,384,910,5.142857142857143
132,33,5529,10329,384,5265,10025,391,1018,115.05491146866015
133,34,5454,10283,384,5265,10213,389,1050,57.60243759014484
134,34,5454,10283,384,5511,10133,393,1036,45.91918366621328
135,34,5454,10283,384,5511,10329,384,1001,20.92747437397713
136,34,5454,10283,384,5265,10025,391,1071,91.39910239366328
137,35,5507,10309,384,5265,10213,389,928,74.39826638313777
138,35,5507,10309,384,5511,10133,393,916,50.36438651042449
139,35,5507,10309,384,5511,10329,384,869,5.827450872677468
140,35,5507,10309,384,5265,10025,391,971,106.62503439241496
141,36,5512,10335,384,5265,10213,389,1040,78.72348922082939
142,36,5512,10335,384,5511,10133,393,1017,57.77224812192463
143,36,5512,10335,384,5511,10329,384,958,1.737932151513777
144,36,5512,10335,384,5265,10025,391,1073,113.2661665714697
145,37,5507,10276,368,5265,10213,389,1255,71.69891696446712
146,37,5507,10276,368,5511,10133,393,1228,41.49256141841841
147,37,5507,10276,368,5511,10329,384,1208,15.859073241574762
148,37,5507,10276,368,5265,10025,391,1300,99.83414818015498
149,38,5504,10329,384,5265,10213,389,986,75.91724818134922
150,38,5504,10329,384,5511,10133,393,966,56.09467216142688
151,38,5504,10329,384,5511,10329,384,911,2.0
152,38,5504,10329,384,5265,10025,391,1005,110.5038553210535
153,39,5494,10325,388,5265,10213,389,1089,72.83529084061335
154,39,5494,10325,388,5511,10133,393,1059,55.09027841198667
155,39,5494,10325,388,5511,10329,384,1016,5.118992247762548
156,39,5494,10325,388,5265,10025,391,1123,107.83585409580353
157,40,5473,10357,384,5265,10213,389,1350,72.29474816502855
158,40,5473,10357,384,5511,10133,393,1336,64.96529685854108
159,40,5473,10357,384,5511,10329,384,1293,13.486198538521082
160,40,5473,10357,384,5265,10025,391,1388,111.95370763427722
161,41,5337,10315,384,5265,10213,389,996,35.70056879441696
162,41,5337,10315,384,5511,10133,393,1034,71.9869602704517
163,41,5337,10315,384,5511,10329,384,1006,49.874945654924105
164,41,5337,10315,384,5265,10025,391,1034,85.39607599836404
165,42,5512,10327,384,5265,10213,389,1054,77.73844162396394
166,42,5512,10327,384,5511,10133,393,1025,55.48892149035937
167,42,5512,10327,384,5511,10329,384,967,0.6388765649999399
168,42,5512,10327,384,5265,10025,391,1080,111.48789629555382
169,43,5520,10364,384,5265,10213,389,1069,84.6847696110796
170,43,5520,10364,384,5511,10133,393,1049,66.10010960502197
171,43,5520,10364,384,5511,10329,384,1001,10.325320571195801
172,43,5520,10364,384,5265,10025,391,1113,121.2166217469993
173,44,5512,10335,384,5265,10213,389,1217,78.72348922082939
174,44,5512,10335,384,5511,10133,393,1196,57.77224812192463
175,44,5512,10335,384,5511,10329,384,1133,1.737932151513777
176,44,5512,10335,384,5265,10025,391,1238,113.2661665714697
177,45,5503,10323,388,5265,10213,389,1076,74.91219349808065
178,45,5503,10323,388,5511,10133,393,1056,54.35259038567208
179,45,5503,10323,388,5511,10329,384,1008,3.077237032648288
180,45,5503,10323,388,5265,10025,391,1110,108.9680724631143
181,46,5482,10354,384,5265,10213,389,1059,73.95254959659427
182,46,5482,10354,384,5511,10133,393,1049,63.736062902298215
183,46,5482,10354,384,5511,10329,384,1004,10.939536982329512
184,46,5482,10354,384,5265,10025,391,1104,112.6232658024087
185,47,5428,10354,384,5265,10213,389,1036,61.594460392314566
186,47,5428,10354,384,5511,10133,393,1050,67.49814812274482
187,47,5428,10354,384,5511,10329,384,997,24.76666620887924
188,47,5428,10354,384,5265,10025,391,1076,104.92329559818293
189,48,5457,10301,393,5265,10213,389,1085,60.35540994976408
190,48,5457,10301,393,5511,10133,393,1072,50.41865543949512
191,48,5457,10301,393,5511,10329,384,1044,17.56852473102081
192,48,5457,10301,393,5265,10025,391,1123,96.06290456077758
193,49,5525,10302,388,5265,10213,389,1099,78.51790384676475
194,49,5525,10302,388,5511,10133,393,1066,48.47216748205266
195,49,5525,10302,388,5511,10329,384,1030,8.764492371530267
196,49,5525,10302,388,5265,10025,391,1126,108.54811779828806
197,50,5476,10355,384,5265,10213,389,1233,72.68045803097168
198,50,5476,10355,384,5511,10133,393,1226,64.26348822128587
199,50,5476,10355,384,5511,10329,384,1173,12.457273918052366
200,50,5476,10355,384,5265,10025,391,1269,111.92927796294462
201,51,5492,10343,388,5265,10213,389,1385,74.7403669309938
202,51,5492,10343,388,5511,10133,393,1367,60.26201294415606
203,51,5492,10343,388,5511,10329,384,1324,6.839262402049043
204,51,5492,10343,388,5265,10025,391,1429,111.63424242423403
205,52,5332,10277,388,5265,10213,389,994,26.474477505395146
206,52,5332,10277,388,5511,10133,393,1037,65.65338793191692
207,52,5332,10277,388,5511,10329,384,1022,53.26943451043219
208,52,5332,10277,388,5265,10025,391,1044,74.50626600138666
209,53,5422,10335,384,5265,10213,389,1262,56.826265844202
210,53,5422,10335,384,5511,10133,393,1269,63.12022865378517
211,53,5422,10335,384,5511,10329,384,1230,25.48629083268421
212,53,5422,10335,384,5265,10025,391,1305,99.30287621458805
213,54,5470,10325,384,5265,10213,389,1090,66.7581684981283
214,54,5470,10325,384,5511,10133,393,1097,56.152852618035865
215,54,5470,10325,384,5511,10329,384,1022,11.76990281374056
216,54,5470,10325,384,5265,10025,391,1108,103.8342478203033
217,55,5509,10331,384,5265,10213,389,1079,77.45176247319412
218,55,5509,10331,384,5511,10133,393,1057,56.63272292696554
219,55,5509,10331,384,5511,10329,384,1002,0.8081220356417687
220,55,5509,10331,384,5265,10025,391,1112,111.83844032663312
221,56,5490,10375,384,5265,10213,389,1070,79.22790685414954
222,56,5490,10375,384,5511,10133,393,1056,69.45031993285207
223,56,5490,10375,384,5511,10329,384,997,14.447653576880608
224,56,5490,10375,384,5265,10025,391,1101,118.89765792993775
225,57,5454,10438,384,5265,10213,389,1084,83.96840999775463
226,57,5454,10438,384,5511,10133,393,1099,88.68886224162698
227,57,5454,10438,384,5511,10329,384,1029,35.144018563851326
228,57,5454,10438,384,5265,10025,391,1123,129.78443666326098
229,58,5514,10325,384,5265,10213,389,1083,78.02145178587432
230,58,5514,10325,384,5511,10133,393,1050,54.92406632091701
231,58,5514,10325,384,5511,10329,384,1007,1.4285714285714286
232,58,5514,10325,384,5265,10025,391,1116,111.41025490482994
233,59,5489,10022,371,5265,10213,389,1120,84.26440408570137
234,59,5489,10022,371,5511,10133,393,1064,32.93655000953519
235,59,5489,10022,371,5511,10329,384,1116,88.01762346721436
236,59,5489,10022,371,5265,10025,391,1095,64.26031244167773
237,60,5422,10310,384,5265,10213,389,1028,52.747376373481494
238,60,5422,10310,384,5511,10133,393,1038,56.66298507448244
239,60,5422,10310,384,5511,10329,384,998,26.001569811322184
240,60,5422,10310,384,5265,10025,391,1057,92.98803960835006
241,61,5497,10233,391,5265,10213,389,1044,66.53401769173482
242,61,5497,10233,391,5511,10133,393,990,28.855728395320224
243,61,5497,10233,391,5511,10329,384,1007,27.79076340463221
244,61,5497,10233,391,5265,10025,391,1063,89.02556385897347
245,62,5481,10096,384,5265,10213,389,1016,70.20087795253077
246,62,5481,10096,384,5511,10133,393,967,13.850513878332368
247,62,5481,10096,384,5511,10329,384,989,67.12096907670447
248,62,5481,10096,384,5265,10025,391,1005,64.99356326057314
249,63,5309,10422,384,5265,10213,389,986,61.03996683338227
250,63,5309,10422,384,5511,10133,393,1017,100.77495639659038
251,63,5309,10422,384,5511,10329,384,989,63.537229966663915
252,63,5309,10422,384,5265,10025,391,1037,114.1406221844487
253,64,5398,10373,388,5265,10213,389,1025,59.44642588937041
254,64,5398,10373,388,5511,10133,393,1036,75.80533608916879
255,64,5398,10373,388,5511,10329,384,1001,34.66575090365541
256,64,5398,10373,388,5265,10025,391,1071,106.44611552425988
257,65,5423,10322,393,5265,10213,389,960,54.8549106688708
258,65,5423,10322,393,5511,10133,393,967,59.566460909694165
259,65,5423,10322,393,5511,10329,384,933,25.353017773118875
260,65,5423,10322,393,5265,10025,391,1007,96.11939853905768
261,66,5455,10187,388,5265,10213,389,1057,54.7923724767659
262,66,5455,10187,388,5511,10133,393,1010,22.272890083082196
263,66,5455,10187,388,5511,10329,384,1031,43.62736456371746
264,66,5455,10187,388,5265,10025,391,1061,71.34452197840092
265,67,5516,10296,388,5511,10329,384,1076,9.60442075084092
266,67,5516,10296,388,5265,10025,391,1046,105.54078426303806
267,67,5516,10296,388,5265,10213,389,1009,75.53401720484646
268,67,5516,10296,388,5511,10133,393,1105,46.615229183569774
269,68,5519,10172,391,5511,10329,384,1054,44.95984603067542
270,68,5519,10172,391,5265,10025,391,990,83.84874623330964
271,68,5519,10172,391,5265,10213,389,1021,73.51301425806265
272,68,5519,10172,391,5511,10133,393,1057,11.389217958854143
273,69,5544,10338,384,5511,10329,384,1084,9.77293221513547
274,69,5544,10338,384,5265,10025,391,1035,119.8158450902629
275,69,5544,10338,384,5265,10213,389,986,87.36085145731433
276,69,5544,10338,384,5511,10133,393,1117,59.38116240845738
277,70,5500,10384,384,5511,10329,384,1060,16.02548989986304
278,70,5500,10384,384,5265,10025,391,1048,122.60938473253097
279,70,5500,10384,384,5265,10213,389,989,83.0495303406101
280,70,5500,10384,384,5511,10133,393,1099,71.8291624023876
281,71,5517,10387,384,5511,10329,384,1071,16.65986255670086
282,71,5517,10387,384,5265,10025,391,1052,126.03757133392844
283,71,5517,10387,384,5265,10213,389,994,87.5074340865287
284,71,5517,10387,384,5511,10133,393,1099,72.63720303884314
285,72,5500,10346,384,5511,10329,384,1413,5.785273351804739
286,72,5500,10346,384,5265,10025,391,1397,113.68233578435901
287,72,5500,10346,384,5511,10329,384,1329,5.785273351804739
288,72,5500,10346,384,5265,10025,391,1430,113.68233578435901
289,73,5481,10075,386,5265,10213,389,1066,73.23933369440222
290,73,5481,10075,386,5511,10133,393,996,18.76383843069059
291,73,5481,10075,386,5511,10329,384,1041,73.07809633033216
292,73,5481,10075,386,5265,10025,391,1035,63.36225619565706
293,74,5538,10310,384,5265,10213,389,1088,82.78962766542432
294,74,5538,10310,384,5511,10133,393,1058,51.22100971998399
295,74,5538,10310,384,5511,10329,384,1016,9.432899439553816
296,74,5538,10310,384,5265,10025,391,1111,112.77682494598773
297,75,5396,10325,391,5265,10213,389,1000,49.24656830476534
298,75,5396,10325,391,5511,10133,393,1008,63.94704441798634
299,75,5396,10325,391,5511,10329,384,985,32.93778922732479
300,75,5396,10325,391,5265,10025,391,1037,93.5298708151245
301,76,5540,10314,384,5265,10213,389,1066,83.71526084268736
302,76,5540,10314,384,5511,10133,393,1025,52.43693977589867
303,76,5540,10314,384,5511,10329,384,980,9.328472981322577
304,76,5540,10314,384,5265,10025,391,1086,113.99785175204677
305,77,5463,10346,388,5265,10213,389,981,68.14989481477801
306,77,5463,10346,388,5511,10133,393,971,62.39963369855856
307,77,5463,10346,388,5511,10329,384,924,14.593820330425297
308,77,5463,10346,388,5265,10025,391,1019,107.76164173105117
309,78,5314,10392,384,5511,10329,384,998,59.09383751841693
310,78,5314,10392,384,5265,10025,391,1030,105.80652346695483
311,78,5314,10392,384,5265,10213,389,995,53.04368626953847
312,78,5314,10392,384,5511,10133,393,1033,93.00910642271015
313,79,5469,10404,384,5511,10329,384,948,24.559797911818976
314,79,5469,10404,384,5265,10025,391,945,122.99195261545881
315,79,5469,10404,384,5265,10213,389,887,79.8580373065165
316,79,5469,10404,384,5511,10133,393,983,78.39512687895433
317,80,5300,10327,388,5511,10329,384,974,60.29925372672534
318,80,5300,10327,388,5265,10025,391,1024,86.86748058780954
319,80,5300,10327,388,5265,10213,389,1004,34.073150600388196
320,80,5300,10327,388,5511,10133,393,1030,81.90686597518886
321,81,5520,10335,384,5511,10329,384,1002,3.090472521826277
322,81,5520,10335,384,5265,10025,391,972,114.70423368162918
323,81,5520,10335,384,5265,10213,389,918,80.77886165201834
324,81,5520,10335,384,5511,10133,393,1025,57.8287408241449
325,82,5444,10301,384,5511,10329,384,1049,20.747264388150956
326,82,5444,10301,384,5265,10025,391,1036,94.0108547792569
327,82,5444,10301,384,5265,10213,389,1011,57.00698131253177
328,82,5444,10301,384,5511,10133,393,1068,51.74032493606699
329,83,5567,10325,384,5511,10329,384,1077,16.040764397277943
330,83,5567,10325,384,5265,10025,391,1033,121.63948070139942
331,83,5567,10325,384,5511,10329,384,999,16.040764397277943
332,83,5567,10325,384,5265,10025,391,1101,121.63948070139942
333,84,5579,10328,384,5265,10213,389,1095,95.5525285603982
334,84,5579,10328,384,5511,10133,393,1021,59.060674439986904
335,84,5579,10328,384,5511,10329,384,984,19.430672155336346
336,84,5579,10328,384,5265,10025,391,1058,124.68867352780062
337,85,5313,10415,384,5265,10213,389,1006,59.33853069035158
338,85,5313,10415,384,5511,10133,393,1038,98.48194696263383
339,85,5313,10415,384,5511,10329,384,998,61.677237556922584
340,85,5313,10415,384,5265,10025,391,1046,112.28716829302138
341,86,5490,10273,393,5265,10213,389,1024,66.54199226574056
342,86,5490,10273,393,5511,10133,393,1009,40.44749683231337
343,86,5490,10273,393,5511,10329,384,981,17.28040060004279
344,86,5490,10273,393,5265,10025,391,1060,95.67504526110393
345,87,5457,10483,384,5265,10213,389,1144,94.66978053707939
346,87,5457,10483,384,5511,10133,393,1155,101.21587356351024
347,87,5457,10483,384,5511,10329,384,1081,46.62661060302936
348,87,5457,10483,384,5265,10025,391,1183,141.90453819093904
349,88,5430,10492,384,5265,10213,389,1047,92.62212015958792
350,88,5430,10492,384,5511,10133,393,1058,105.18128179869424
351,88,5430,10492,384,5511,10329,384,1000,52.0047093628872
352,88,5430,10492,384,5265,10025,391,1089,141.5260847090077
353,89,5485,10382,384,5511,10329,384,1067,16.866825306451933
354,89,5485,10382,384,5265,10025,391,1050,119.82913004842882
355,89,5485,10382,384,5265,10213,389,1007,79.27528888986421
356,89,5485,10382,384,5511,10133,393,1106,71.57584816693635
357,90,5491,10322,391,5511,10329,384,1089,6.3759753155489705
358,90,5491,10322,391,5265,10025,391,1069,106.63115905603134
359,90,5491,10322,391,5265,10213,389,1029,71.69151602098923
360,90,5491,10322,391,5511,10133,393,1126,54.304508024994895
361,91,5504,10188,384,5511,10329,384,1059,40.335329123613256
362,91,5504,10188,384,5265,10025,391,993,82.67911909722962
363,91,5504,10188,384,5265,10213,389,1009,68.67313885355757
364,91,5504,10188,384,5511,10133,393,1052,16.048396194266992
365,92,5474,10360,384,5511,10329,384,915,13.791449584168195
366,92,5474,10360,384,5265,10025,391,903,112.83182356127755
367,92,5474,10360,384,5265,10213,389,850,73.01942710466768
368,92,5474,10360,384,5511,10133,393,950,65.76333573147436
369,93,5413,10362,388,5511,10329,384,1047,29.566942378823228
370,93,5413,10362,388,5265,10025,391,1051,105.16537026056065
371,93,5413,10362,388,5265,10213,389,1023,60.004081493831464
372,93,5413,10362,388,5511,10133,393,1092,71.18243305416165
373,94,5481,10237,384,5511,10329,384,1020,27.6479323506353
374,94,5481,10237,384,5265,10025,391,988,86.49595956117352
375,94,5481,10237,384,5511,10329,384,983,27.6479323506353
376,94,5481,10237,384,5265,10025,391,1038,86.49595956117352
377,95,5359,10367,391,5265,10213,389,1000,51.55223228009845
378,95,5359,10367,391,5511,10133,393,1023,79.726061598195
379,95,5359,10367,391,5511,10329,384,1000,44.80980213465507
380,95,5359,10367,391,5265,10025,391,1043,101.33798771981829
381,96,5474,10304,386,5265,10213,389,1049,65.13471127014303
382,96,5474,10304,386,5511,10133,393,1037,50.027747402857166
383,96,5474,10304,386,5511,10329,384,993,12.771140936358291
384,96,5474,10304,386,5265,10025,391,1061,99.61026092543204
385,97,5497,10365,388,5265,10213,389,1000,79.24593596738535
386,97,5497,10365,388,5511,10133,393,976,66.42165862648928
387,97,5497,10365,388,5511,10329,384,928,11.095135907970057
388,97,5497,10365,388,5265,10025,391,1030,117.6063999369186
389,98,5416,10342,391,5265,10213,389,974,56.74576312512733
390,98,5416,10342,391,5511,10133,393,971,65.59616713541381
391,98,5416,10342,391,5511,10329,384,942,27.46872061536354
392,98,5416,10342,391,5265,10025,391,1019,100.32193078244839
393,99,5512,10361,384,5265,10213,389,1050,82.28273804141325
394,99,5512,10361,384,5511,10133,393,1018,65.19421534373824
395,99,5512,10361,384,5511,10329,384,970,9.147320339189784
396,99,5512,10361,384,5265,10025,391,1090,119.16512296226713
397,100,5457,10315,384,5511,10329,384,1011,15.938657921121546
398,100,5457,10315,384,5265,10025,391,999,99.39120808652021
399,100,5457,10315,384,5265,10213,389,962,62.13415374191951
400,100,5457,10315,384,5511,10133,393,1040,54.30150146381304
401,101,5507,10066,384,5511,10329,384,1051,75.1515475691673
402,101,5507,10066,384,5265,10025,391,987,70.15667597366247
403,101,5507,10066,384,5265,10213,389,1042,80.9121468643867
404,101,5507,10066,384,5511,10133,393,1036,19.34857480381373
405,102,5517,10304,384,5511,10329,384,1010,7.345691504104252
406,102,5517,10304,384,5265,10025,391,981,107.4354101166779
407,102,5517,10304,384,5265,10213,389,938,76.56396552116753
408,102,5517,10304,384,5511,10133,393,1025,48.95478963872104
409,103,5538,10331,382,5511,10329,384,1005,7.756498263141844
410,103,5538,10331,382,5265,10025,391,981,117.1937171820178
411,103,5538,10331,382,5265,10213,389,920,84.99795915917329
412,103,5538,10331,382,5511,10133,393,1033,57.18141556235107
413,104,5525,10279,391,5511,10329,384,1008,14.969356454205412
414,104,5525,10279,391,5265,10025,391,961,103.850756337336
415,104,5525,10279,391,5265,10213,389,952,76.64388895590903
416,104,5525,10279,391,5511,10133,393,1042,41.90952353899178
417,105,5508,10277,386,5511,10329,384,974,14.892814319911027
418,105,5508,10277,386,5265,10025,391,951,100.03183166841832
419,105,5508,10277,386,5511,10329,384,912,14.892814319911027
420,105,5508,10277,386,5265,10025,391,993,100.03183166841832
421,106,5496,10374,388,5265,10213,389,1028,80.44924880104885
422,106,5496,10374,388,5511,10133,393,1005,69.00517578931515
423,106,5496,10374,388,5511,10329,384,962,13.600720269042176
424,106,5496,10374,388,5265,10025,391,1067,119.58124213014244
425,107,5505,10283,391,5265,10213,389,961,71.43085710628688
426,107,5505,10283,391,5511,10133,393,932,42.89522117905443
427,107,5505,10283,391,5511,10329,384,918,13.404233263702745
428,107,5505,10283,391,5265,10025,391,997,100.67689275446415
429,108,5468,10258,384,5265,10213,389,973,59.42513726341328
430,108,5468,10258,384,5511,10133,393,978,37.855795124258
431,108,5468,10258,384,5511,10329,384,930,23.716006822225296
432,108,5468,10258,384,5265,10025,391,995,88.31622219072109
433,109,5470,10260,384,5265,10213,389,1021,60.108065946566064
434,109,5470,10260,384,5511,10133,393,1000,38.21635508415693
435,109,5470,10260,384,5511,10329,384,982,22.93202021236699
436,109,5470,10260,384,5265,10025,391,1045,89.12225036546194
